"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42715831","10.1016/j.theriogenology.2026.118163","Rapid CRISPR-based bovine embryo sexing to streamline genotype-informed cattle breeding.","Ri, Lara; Cortez, Jenin V; Bogema, Daniel R; Nevard, Rory; Day, Margot; Grupen, Christopher G; McFarlane, Gus R","Theriogenology","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42715831/","Cattle in vitro fertilisation and embryo transfer programmes increasingly rely on embryo-level selection to accelerate genetic gain, but current sexing and genotyping workflows can be costly, slow and logistically demanding. This study developed an efficient, low-resource workflow for bovine embryo sexing that combines whole genome amplification (WGA) with recombinase polymerase amplification-CRISPR-Cas12a (RPA-Cas12a). It also assessed whether the same WGA biopsy products could be used for downstream single nucleotide polymorphism (SNP) microarray genotyping. A one-tube RPA-Cas12a assay targeting the bovine Y-chromosome S4 repeat was developed for fluorescence and lateral flow assay (LFA) readouts. Analytical sensitivity was assessed using serially diluted bovine genomic DNA (gDNA), and breed robustness was tested using male and female gDNA from five major beef breeds and Holstein cattle. The workflow was then applied to WGA products from 22 bovine blastocyst biopsies, with sex calls validated against an established real-time PCR melt curve assay and 100K SNP microarray genotyping. The assay detected male bovine gDNA down to 100 pg using both fluorescence and LFA readouts, with no signal from female gDNA. Male-specific detection was consistent across all breeds tested. All WGA-RPA-Cas12a sex calls from blastocyst biopsies were concordant with real-time PCR and SNP microarray sex calls, and WGA biopsy products produced genome-wide SNP call rates above 85%. This workflow provides a practical approach for rapid bovine embryo sex triage and could reduce unnecessary cryopreservation and genotyping while improving the efficiency of genotype-informed cattle breeding programmes."
"pubmed","42715307","10.1126/sciadv.aed4161","Peroxiredoxin 1 safeguards the nucleolar genome from oxidative damage.","Gujar, Vaibhavi; Furusawa, Takashi; Sharma, Shalu; Boateng, Frimpong; Li, Haojian; Achour, Cyrinne; Taniyama, Daiki; Kruhlak, Michael; Pommier, Yves; Oberdoerffer, Shalini; Stracker, Travis H; Weyemi, Urbain","Science advances","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42715307/","Peroxiredoxin 1 (PRDX1) is a highly conserved, thiol-dependent peroxidase that rapidly scavenges reactive oxygen species to modulate redox signaling. PRDX1-null mice exhibited genomic instability, shortened life span, and accelerated tumorigenesis, including development of lymphomas, sarcomas, and carcinomas. Despite extensive characterization of these phenotypes, the molecular mechanism by which PRDX1 loss causes genomic instability remains poorly understood. Here, we show that PRDX1 deficiency alters nucleolar morphology, impairs RNA polymerase I (POL-I)-dependent transcription of pre-ribosomal RNAs, and triggers nucleolar genomic instability. This oxidative stress-induced nucleolar dysfunction promotes the stability of secondary DNA structures, such as RNA-DNA hybrids and G-quadruplex DNA, contributing to nucleolar genomic instability. We demonstrate that PRDX1 loss reduces nascent ribosomal RNA (rRNA) levels and impairs rRNA processing, further affecting ribosome biogenesis. Mechanistically, we established that PRDX1 loss triggers activation of the nucleolar DNA damage response characterized by activation of the DNA repair kinase ATM and elevated TCOF1 within the nucleolus. In addition, we observed recruitment of the MRE11-RAD50-NBS1 (MRN) complex subunit NBS1 to ribosomal DNA (rDNA) loci and this was further increased under oxidative stress. NBS1 accumulation correlates with the repression of rDNA transcription by POL-I, potentially delaying rRNA synthesis, and safeguarding the nucleolar genome from further oxidative damage. Collectively, these findings uncover a previously unrecognized, but critical role, for PRDX1 in maintaining nucleolar integrity and ribosomal biogenesis through redox-dependent regulation of rDNA transcription and processing machinery."
"pubmed","42715099","10.1016/j.celrep.2026.117960","FANCM is required for the PAX3::FOXO1-driven oncogenic program in rhabdomyosarcoma.","Delaney, Christopher D; Lu, Min; Zimmerman, Seth P; Meng, Yingying; Vaganay, Camille; Cerda-Smith, Christian G; Liu, Annie; Hoj, Jacob P; Killarney, Shane T; Dillon, Kerry; Stewart, Amy E; Huang, Kevin; Caci, Julia D; White, Olivia; Puissant, Alexandre; Root, David E; Shern, Jack F; Eyler, Christine E; David Chen, Chun-Wei; Counter, Christopher M; Linardic, Corinne M; Zou, Lee; Wood, Kris C","Cell reports","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42715099/","Many cancers are driven by mutationally altered transcription factors (TFs) that rewire cells to an oncogenic state. Cells must activate specific mechanisms to tolerate the burden of oncogenic TF activity. To define such mechanisms, we focused on a canonical oncogenic fusion protein-driven cancer, alveolar rhabdomyosarcoma (ARMS), where the PAX3::FOXO1 fusion protein hyperactivates and mislocalizes PAX3 and FOXO1 TF functions. Employing sequential functional genomic CRISPR-Cas9 screens, we identified FANCM, a DNA translocase in the Fanconi anemia pathway, as a selective dependency in PAX3::FOXO1+ ARMS. FANCM loss reduces fusion protein levels, induces myogenic differentiation, and disrupts the PAX3::FOXO1 transcriptional program, thereby halting oncogenic proliferation. Mechanistically, FANCM depletion exacerbates replication stress (RS) and DNA damage signaling, with chromatin-associated RS enriched at PAX3::FOXO1 target gene loci, resulting in selective downregulation of the oncogenic program. CRISPR exon-tiling screens prioritized FANCM's helicase and DNA-binding domains as essential for this dependency, linking FANCM-mediated replication fork binding to sustained oncogenesis."
"pubmed","42715083","10.1073/pnas.2613134123","Harmonizing amplification and cleavage kinetics through crRNA scaffold mutation enables robust one-pot CRISPR-Cas12 diagnostics.","Jiang, Qingyang; Xu, Ruiquan; Lin, Zhixin; Sun, Chenyu; Ye, Feidi; Ye, Yanyan; Lin, Duoming; Li, Zhen; Mai, Jingwen; Lin, Zhihong; Qu, Jiuxin; Deng, Xiaoyan; Ge, Chenchen; Wang, Dou","Proceedings of the National Academy of Sciences of the United States of America","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42715083/","CRISPR-based diagnostics (CRISPR-Dx) integrated with isothermal nucleic acid amplification have emerged as a promising strategy for point-of-care molecular testing. Their practical deployment, however, remains constrained by workflow-related limitations. Conventional two-step formats are laborious and highly susceptible to aerosol contamination during amplicon transfer, whereas simplified one-pot formats often suffer from reduced sensitivity because amplification and CRISPR-mediated cleavage compete kinetically within the same reaction vessel. In this work, we present a broadly applicable one-pot detection strategy termed mutant scaffold-mediated RPA-CRISPR/Cas12a (MS-CRISPR). This approach introduces rationally designed point mutations into the crRNA scaffold to moderately attenuate Cas12a activation and cleavage kinetics. Such kinetic tuning prevents the enzyme from prematurely depleting nascent RPA amplicons, a common source of signal loss in wild-type systems. By delaying cleavage until sufficient amplification products have accumulated, MS-CRISPR markedly enhances endpoint signal output. Using this kinetically balanced system, we achieved a limit of detection of 1 copy/muL for both SARS-CoV-2 and influenza A virus within 15 min, while preserving a fully closed-tube workflow that minimizes aerosol contamination and simplifies operation. We coupled the assay with an instrument-free lateral-flow readout and an ultraportable, multiplex, low-cost microfluidic platform (portable wireless isothermal nucleic acid detection). Clinical validation with patient samples showed 100% sensitivity and specificity for both viral targets. Collectively, MS-CRISPR establishes a sensitive, versatile, and field-deployable platform for rapid pathogen screening."
"pubmed","42714839","10.1158/1078-0432.CCR-21-3677","Phase 1 trial and biomarker analysis of Buparlisib with weekly Cisplatin and Radiotherapy in high risk locally advanced squamous cell cancer of the Head and Neck.","Lorch, Jochen H; Wong, Kristine; Tishler, Roy B; Haddad, Robert I; O'Neill, Anne; Shin, Kee-Young; Liu, Mofei; Hanna, Glenn J; Chau, Nicole G; Rabinowits, Guilherme; Schoenfeld, Jonathan D; Margalit, Danielle N; Goguen, Laura; Uppaluri, Ravindra; Thomas, Tom; Kacew, Alec; McHugh, Patricia; Harris, Ethan; Austin, Kimberly; Huang, Julian; Mahmood, Umair; Kochupurakkal, Bose S; Sholl, Lynette M; Spangle, Jennifer M","Clinical cancer research : an official journal of the American Association for Cancer Research","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42714839/","PURPOSE: We evaluated the pan-PI3K inhibitor buparlisib with weekly cisplatin and radiotherapy among patients with locally advanced (LA) squamous cell cancer of the head and neck (SCCHN) and tobacco history. PATIENTS AND METHODS: Patients with stage III/IV LA-SCCHN (AJCC7), >/=10 pack-year tobacco use treated with curative intent were enrolled. Patients received buparlisib during a 2-week run-in phase and during standard 70Gy of radiotherapy plus weekly cisplatin. An exploratory analysis of genomic sequencing was performed on biopsy specimens Results: Twenty-three patients were enrolled (n=17 at the MTD (buparlisib 40 mg daily, CDDP 30mg/m2/week)). Ninety-one percent (21/23) had stage IV disease. HPV was detected in 15 of 18 cases with oral/oropharyngeal disease. 5 patients suffered recurrences of whom 3 had activating mutations along the PI3K pathway. In 5 patients whose disease responded during the 2 week run-in phase with buparlisib alone, 3 of 4 with sequencing data showed loss-of-function mutations in either Tumor Necrosis Factor Receptor Associated Factor 3 (TRAF3), and/or Cylindromatosis Lysine Deubiquinatinase (CYLD). Preclinical studies with mutations in TRAF3 or CYLD via CRISPR/Cas9 knockout in HPV+SCCHN cells demonstrate that loss of TRAF3 or CYLD may sensitize SCCHN cell lines to PI3K through mechanisms other than blocking NFkappab pathway. CONCLUSIONS: Buparlisib with CRT was feasible and active, though escalation to the standard weekly cisplatin dose of 40 mg/m2 was not possible. Our data suggests that TRAF3/CYLD mutant SCCHN may be susceptible to PI3K inhibition whereas PI3K pathway activation appeared to be associated with poor outcomes in this limited dataset."
"pubmed","42714654","10.1007/s00425-026-05151-3","Auxin is involved in NtIAA17-mediated regulation of root development under salt stress in tobacco.","He, Fan; Li, Chang; Liu, Shengbo; Jia, Zhibin; Zhu, Zitong; Yang, Yongxia; Zhang, Songtao; Luo, Yong; Jia, Hongfang","Planta","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42714654/","NtIAA17 acts as a positive regulator of salt tolerance in tobacco, which alleviates salt-repressed root growth by sustaining auxin homeostasis and antioxidant capacity. Across the globe, soil salinization severely restricts plant growth and crop yield, posing a serious threat to agricultural sustainability. While auxin is indispensable for the control of root development and abiotic stress adaptation, the precise mechanism through which this hormone modulates salt tolerance in tobacco remains poorly understood. Here, we demonstrate that salt stress markedly inhibits root growth in tobacco, while exogenous auxin application effectively alleviated this inhibitory effect. Transcriptome analysis revealed that salt stress extensively reprogrammed the genes associated with auxin synthesis, polar transport, and signal transduction pathways. We further cloned and characterized NtIAA17, a salt‑inducible Aux/IAA gene encoding a nucleus‑localized protein with distinct tissue‑specific expression. CRISPR-Cas9-mediated knockout of NtIAA17 enhanced salt sensitivity in tobacco. Compared with wild-type plants, the NtIAA17-knockout lines showed reduced auxin accumulation, lower transcript levels of auxin synthesis (NtYUCCAs) and transport (NtPINs) genes, stunted root growth, and compromised antioxidant capacity under salt stress. Collectively, our results demonstrate that NtIAA17 functions as a positive regulator of salt tolerance in tobacco by coordinating auxin signal transduction and antioxidant defense pathways, thus offering a promising genetic target for engineering salt-tolerant crops."
"pubmed","42714611","10.1007/s00299-026-03963-x","Genetic transformation of forage crops: comparative barriers, evidence, and emerging strategies.","Yaoyu, Tian; Xiang, Xu; Peizhi, Yang; Xiaoxia, Shen","Plant cell reports","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42714611/","Forage crops include phylogenetically and biologically distinct legumes and grasses, and their genetic transformation is constrained by different combinations of host response, DNA-delivery efficiency, regeneration competence, genotype dependence, and genome stability. This review critically compares evidence from forage legumes and forage grasses rather than treating these groups as a single transformation category. We evaluate Agrobacterium-mediated transformation, protoplast-based delivery, particle bombardment, CRISPR/Cas-enabled applications, developmental regulators (DRs), viral vectors, and nanomaterial-mediated delivery according to four practical outcomes: reproducibility across genotypes, recovery of regenerated plants, heritable transmission, and genetic stability. Direct evidence in forage crops shows that protocol performance is strongly species-, genotype-, explant-, and endpoint-dependent; efficiencies based on transient reporters or resistant callus therefore cannot be directly equated with stable, fertile events. DR-assisted regeneration has direct proof of concept in recalcitrant forage grasses, whereas stable nanomaterial-mediated transformation and virus-induced heritable editing remain unvalidated in forage crops. We conclude that current progress is best interpreted as the engineering of interacting delivery and regeneration constraints, not as a universal transition to genotype-independent transformation. Priority should be given to standardized outcome reporting, multi-genotype and inter-laboratory validation, controlled DR expression, and rigorous molecular and phenotypic assessment of regenerated plants."
"pubmed","42714387","10.1128/aac.00495-26","Functional validation of the Plasmodium falciparum K13 C580Y mutation in recently collected Ethiopian isolates.","Mukherjee, Angana; Assefa, Ashenafi Bahita; Turlo, Christopher V; Needham, Lisa Checkley; Shoue, Douglas; Qahash, Tarrick; Belachew, Mahlet; Tadesse, Dagimawie; Kassie, Enirsie; Berihun, Mulu; Brhane, Bokretsion G; Parr, Jonathan B; Ferdig, Michael T","Antimicrobial agents and chemotherapy","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42714387/","Recent genomic investigation in Ethiopia identified the first detection of the Plasmodium falciparum Kelch13 (K13) C580Y substitution in the Horn of Africa. To assess its functional impact, we introduced C580Y into two recently collected Ethiopian clinical isolates using CRISPR-Cas9 genome editing. Ring-stage survival assays showed significantly elevated in vitro dihydroartemisinin survival in edited parasites relative to isogenic controls, demonstrating that C580Y confers artemisinin tolerance in contemporary Ethiopian parasite genetic backgrounds."
"pubmed","42714311","10.1002/smll.75587","Microfluidic Mechanical Reactivation of Senescent Stem Cells.","Jang, Soo Bin; Jeon, Tak-Il; Kang, Geun-Ho; Seo, Donghwan; Kim, Hyelee; Yeo, Hancheol; Seok, Jaekwon; Lim, Kyung Min; Dayem, Ahmed Abdal; Kim, Se Jong; Song, Kwonwoo; Kwak, Yeonjoo; Hur, Jeongsoo; Chung, Aram J; Cho, Ssang-Goo","Small (Weinheim an der Bergstrasse, Germany)","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42714311/","Stem cell aging significantly impairs therapeutic efficacy, requiring innovative strategies to restore potency. We present a microfluidic cell-compressing platform for reactivation (micro-CPR) designed to apply controlled hydrodynamic deformation to late-passage stem cells. This mechanical stimulation facilitates functional reactivation without external chemical cues. Within a defined window, micro-CPR reduces oxidative stress, SA-beta-gal activity, and gamma-H2A.X foci, while enhancing proliferation and increasing the expression of canonical stemness-associated markers, including OCT4, SOX2, and KLF4. Mechanical stimulation via micro-CPR induces coordinated structural remodeling: nuclei become more compact, actin cortex organization is restored, alpha-actinin redistributes to focal adhesions, and microtubule networks are restructured, suggesting reorganization of intracellular mechanical architecture. Transcriptomic and proteomic analyses reveal that this process reprograms extracellular matrix remodeling and DNA repair pathways while attenuating pro-fibrotic and senescence-associated secretory phenotype (SASP)-associated pathways. Crucially, this reactivation occurs without compromising fundamental stem cell hallmarks, preserving intrinsic immunophenotypes and multilineage differentiation potential. Functionally, micro-CPR-processed stem cells demonstrate enhanced in vitro wound closure and improved tissue repair in vivo, with efficacy dependent on the applied mechanical dose. This platform establishes a non-genetic, mechanobiological approach to functional stem cell reactivation, offering a scalable strategy for restoring stem cell function and providing a foundation for future cellular rejuvenation strategies."
"pubmed","42714307","10.1002/adma.74964","AR/PARP Dual-Targeting Bioactive Photosensitizer for Photo-Immunotherapy of Prostate Cancer.","Yang, Zhifang; Wang, Minjia; Chen, Qiyu; Zhang, Kai; Zhou, Minqi; Li, Hongyu; Yang, Jiapei; Zhu, Yingjian; Shen, Tao; Li, Ling; Shi, Leilei","Advanced materials (Deerfield Beach, Fla.)","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42714307/","Prostate cancer poses a severe threat to men's health worldwide, and conventional therapeutic modalities are associated with various limitations. Photodynamic therapy (PDT) offers distinctive advantages such as minimal invasiveness, mild side effects and repeatable treatment. However, the therapeutic efficacy of PDT is limited by two critical factors: the single functional property of traditional photosensitizers and the pathological tumor microenvironment. Accordingly, molecular targeting photosensitizers have been developed to address these drawbacks. Notably, long-term administration of single-target agents entails a high risk of drug resistance. Accordingly, based on two key targets closely implicated in the DNA repair pathways of prostate cancer cells, the androgen receptor (AR), and poly(ADP-ribose) polymerase (PARP), we proposed an AR/PARP dual-targeting photosensitizer strategy and synthesized a quinoxalinone-based photosensitizer QTEO, which can simultaneously target AR and PARP and exert a synergistic effect with photodynamic activity to induce DNA damage in cancer cells. The resulting damaged DNA fragments can further activate the innate immune pathways of the organism through a coordinated cascade of reactions. This promising strategy concurrently overcomes the limited functionality of conventional photosensitizers, the potential drug resistance induced by single-target agents, and the complex pharmacokinetic issues associated with multidrug combination therapy, ultimately enabling molecular-targeting photo-immunotherapy for prostate cancer."
"pubmed","42714094","10.3791/71451","Generation and Phenotypic Characterization of a CRISPR/Cas9-Engineered Cracd-Deficient Mouse Model for Post-Myocardial Infarction Remodeling Studies.","Zheng, Shuang; Li, Xiang; Li, Fei; Ren, Xuecong; Chen, Jianxin; Zou, Yunzeng; Yang, Feng Hua; Xia, Yu; Tan, Weijiang","Journal of visualized experiments : JoVE","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42714094/","Myocardial infarction (MI) remains a major cause of morbidity and mortality worldwide. This protocol describes a method for generating and characterizing a Cracd-deficient mouse line on the C57BL/6N background using CRISPR/Cas9 technology. Zygotes were co-injected with Cas9 mRNA, a gRNA construct, and a donor template designed to generate a 3153-bp genomic deletion. The edited allele was confirmed by PCR genotyping and Sanger sequencing. To assess the functional role of CRACD in post-MI remodeling, Cracd-deficient and wild-type (WT, C57BL/6N) mice underwent MI induced by permanent ligation of the left anterior descending coronary artery. On postoperative day 7, cardiac function and left ventricular wall motion were assessed using transthoracic echocardiography and speckle-tracking strain imaging, followed by histopathological evaluation with H&E and Masson's trichrome staining. Representative results showed that Cracd-deficient mice exhibited reduced ventricular dilation and preserved systolic function compared to WT controls. This protocol provides a reliable experimental platform for mechanistic studies of CRACD in cardiac pathophysiology."
"pubmed","42713978","10.1111/febs.70720","Transketolase promotes RNF20-dependent H2BK120 ubiquitination and DNA repair through a non-enzymatic adaptor function.","Luo, Linzhu; Yao, Bo; Yu, Ning; Chang, Yinian; Zhao, Ye; Wang, Fang","The FEBS journal","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42713978/","Efficient repair of DNA double-strand breaks (DSBs) is essential for maintaining genome stability and conferring tumor radioresistance. Histone H2B monoubiquitination at lysine 120 (H2BK120ub), catalyzed by the RNF20/RNF40 E3 ligase complex, promotes DSB repair by coordinating chromatin remodeling and repair factor recruitment. Here we identify transketolase (TKT) as a non-enzymatic regulator of DNA damage repair in colorectal cancer cells. TKT enhances DNA repair efficiency and radioresistance independently of its catalytic activity by facilitating RNF20-dependent H2BK120ub. Mechanistically, TKT interacts with both the RNF20/RNF40 complex and the FACT chromatin remodeling complex, functioning as a non-enzymatic adaptor that facilitates FACT-RNF20 association and RNF20 foci formation following DNA damage. Disruption of this TKT-FACT-RNF20 axis impairs RNF20 foci formation and H2BK120ub induction, increases DNA damage, and enhances radiosensitivity. These findings reveal a previously unrecognized non-enzymatic adaptor function of TKT in DNA damage repair and highlight a potential vulnerability in radioresistant tumors."
"pubmed","42713822","10.1111/1749-4877.70183","Comparisons Between Large-Scale Genomic Variants and SNPs in Driving Population Divergence and Local Adaptation.","Zhu, Qianghui; Lv, Hongrui; Cheng, Yalin; Wang, Shangyu; Zhang, Dezhi; Hao, Yan; Song, Gang; Lei, Fumin","Integrative zoology","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42713822/","Genomic variations, such as indels (2-49 bp) and structural variants (SVs, >/=50 bp), are larger-scale mutations than single nucleotide polymorphisms (SNPs) and can substantially impact evolutionary processes, including speciation, adaptation, and phenotypes. Despite their functional importance, integrative population genetic analyses that jointly consider genome-wide SNPs, indels, and SVs remain under-explored. The ground tit (Pseudopodoces humilis), an endemic species to the Qinghai-Tibet Plateau (QTP), exhibits divergence across distinct glacial refugia, accompanied by habitat and morphological divergence, making it an excellent example for investigating how different types of genomic variants contribute to population divergence and local adaptation. Here, by retrieving 81 whole-genome sequence data, over 13 million SNPs, 2 million indels, and 22,101 SVs were identified. Variants were unevenly distributed across the genome, characterized by distinct hotspot regions. Indels and SVs revealed four genetic clusters consistent with previous SNP-based results, thereby validating the reliability of our variant datasets. F(ST) and genotype-environment association (GEA) analyses independently revealed numerous candidate indels and SVs; each showed minimal overlap with previously identified SNPs, and were enriched in similar functional pathways such as signal transduction, skeletal muscle development, water transport, DNA repair, reproduction, nervous system development, and immunity. Collectively, our results demonstrated that indels and SVs could capture additional signatures besides SNPs. Furthermore, similar but distinct gene functions among different types of genomic variants collectively and complementarily drive genomic divergence across environmental gradients in such a high-elevation endemic species, underscoring its evolutionary relevance in local adaptation."
"pubmed","42713745","10.1002/path.70106","Heterozygous germline deletion in Hif3a exacerbates esophageal squamous cell carcinoma development.","Qian, Yanli; Lin, Runhua; Liu, Zhiwei; Huang, Bo; Liu, Xi; Su, Ruibing; Du, Caiwen; Liu, Chencai; Xiao, Chenglin; Zhang, Xinxin; Zhang, Zhihua; Tian, Dongping; Su, Min","The Journal of pathology","2026-09-09","https://pubmed.ncbi.nlm.nih.gov/42713745/","Germline variations contribute to esophageal squamous cell carcinoma (ESCC) susceptibility. We identified a germline deletion (exons 7-8) in HIF3A in an ESCC family and investigated its functional impact using CRISPR/Cas9-engineered cells and Hif3a-eKO1 mice (heterozygous for exons 7-8 deletion). Multi-omics analysis of Hif3a-eKO1 and WT mice revealed dysregulated pathways in normal esophagus and during 4NQO-induced carcinogenesis, with key biomarkers validated by immunohistochemistry. Hif3a deficiency enhanced ESCC cell proliferation and invasion in vitro and accelerated 4NQO-induced tumorigenesis in vivo, with Hif3a-eKO1 mice developing more and larger neoplastic lesions. Multi-omics analysis revealed downregulation of cytokeratin-related genes (notably Krt17) and gammadelta T cells in normal esophagus of Hif3a-eKO1 compared with WT. Consistently reduced Krt17 expression in Hif3a-eKO1 was confirmed by both esophageal immunohistochemistry and cellular Western blot analyses. During 4NQO-induced carcinogenesis, Hif3a deficiency upregulated DNA damage response markers, including Kruppel-like factor 4 (Klf4) and ATR serine/threonine kinase (Atr). Notably, epithelial cells with abundant gammaH(2)AX foci lacked Krt17 expression, while Krt17-positive cells showed minimal gammaH(2)AX foci. Heterozygous germline Hif3a deletion (exons 7-8) may promote ESCC by disrupting esophageal barrier function-impairing Krt17-mediated epithelial integrity and reducing gammadelta T cells-while exacerbating genomic instability. These findings reveal ESCC predisposition mechanisms and therapeutic targets. (c) 2026 The Pathological Society of Great Britain and Ireland."
